building_type,dengji,jianzhumianji,loupan_content,loupandizhi,price_perunit,release_date,service_price,suozailouceng,titile,total_price_10K,url,xzl_content,zhuangxiu
2010年,甲级,231㎡,保利国际广场周边有琶洲香格里拉酒店及会展中心二期，北望珠江一线江景，被琶洲塔公园、亲水公园、体育公园三面环绕。,"['广州', '海珠', '琶洲', '保利国际广场']",(30000元/㎡),2019/8/26 17:38:33,28.00元/平米·月,中区(共34层),保利国际广场，西北单边位，属于财位，231平带精装，漂亮！,693,https://gz.office.fang.com/shou/3_241755101.html,,纯写字楼
纯写字楼,甲级,1109㎡,保利世界贸易中心为广州市保利国贸投资有限公司投资兴建的一个项目，总建筑面积超过50万m2，地上建筑面积为37万m2。其中9.48万m2博览馆，拥有4020个展位，可举办各类国际大型展会；特设的9.25万m2“lifestyle”品牌展示馆，为企业提供品牌展示特区。,"['广州', '海珠', '琶洲', '保利世界贸易中心']",(31500元/㎡),2019/8/24 14:36:15,11.00元/平米·月,中区(共45层),保利世界贸易中心出售整层望江单位由14套单位组成带租约卖,3493,https://gz.office.fang.com/shou/3_241699499.html,"“更多房源请点击 进入我的网上店铺 ”保利贸易中心出租面积：1109方（整层）售 价：31500元/月管理费：11元/方/月停车位：提供车位2000个，收费：月保960元/月,16元/时。单元情况：户型方正 高层望江 实用率 地铁口物业，共由15个单位，带租约出售保利贸易中心简介保利贸易中心周边交通： 公交车：琶洲塔站：途径线路包括137路、229路、262路、306路、507路、564路。地铁：地铁2号线琶洲站。保利贸易中心周边配套：博览馆、品牌展示馆、商贸广场、美食城，保利休闲商贸广场位于项目负一层，另目前进驻品牌有麦当劳、沙河粉村、都城快餐、拉斯维加斯自助餐等保利贸易中心周边酒店： 洲际酒店、香格里拉大酒店更多保利贸易中心，保利国际，中洲交易中心。",精装修(不可分割)
纯写字楼,甲级,205㎡,富力盈泰广场位于黄埔大道及猎德路交汇处，地处珠江新城，周遍商业气氛浓厚。项目占地14498㎡，总建筑面积135278㎡，由两栋25层塔楼组成，8000平方米生态广场。首3层是商业配套，4层以上是办公楼，户型面积由130㎡～2200㎡，开间灵活，可自由搭配。,"['广州', '天河', '珠江新城东', '富力盈泰广场']",(27000元/㎡),2019/9/4 11:33:30,20.00元/平米·月,低区(共41层),富力盈泰大厦出售 正对电梯口 豪华装修 带租约卖 7厘租金 急售,554,https://gz.office.fang.com/shou/3_241987129.html,富力盈泰大厦简介富力盈泰大厦位于珠江新城黄埔大道及猎德路交汇处，地处CBD核心，周边商业气氛浓厚，是富力地产珠江新城的重头戏。由两栋25层塔楼组成。首3层是黄埔大道品牌旗舰商业配套，4层以上是楼层，户型面积由130～2200㎡，开间灵活，可自由搭配。项目致力打造珠江新城超写字楼标准，邀请国际设计公司WOODS BAGOT担纲设计，采用独立计量的水源热泵式空调，24与国际接轨，3.95米空间环境舒适。富力盈泰大厦物业详尽富力盈泰大厦地址：广州市天河区黄埔大道100号富力盈泰大厦楼层：共25层，地下3层为停车场，－1楼管理处和车库，1－3层商业配套，4层以上为写字楼富力盈泰大厦实用率：72％富力盈泰大厦楼底高度：3.95米富力盈泰大厦电梯：客梯8台，货梯2台富力盈泰大厦停车位：649个车位，月租1900元/月（24），月租1200元/月（12，7：00-20：00），时租8元/富力盈泰大厦管理费：20元/平方/月富力盈泰大厦周边配套富力盈泰大厦周边交通：站：体育西路站、线路：三号线，一号线;公交车站：冼村路中、珠江新城、 天河城、 天河公交场总站、 体育东路、 冼村路北、 人民日报华南分社、 冼村、天河邮局、 金穗路等近五十多条公交路线; 客运站：广州东站汽车客运站，广州市锦汉天河大厦汽车客运站仅需30。富力盈泰大厦周边餐饮：名潮新观园、韦士拿西餐厅、红城堡西餐酒廊等富力盈泰大厦周边银行：工商银行、招商银行、建设银行、中国银行等富力盈泰大厦优、缺点富力盈泰大厦优点1、 交通便捷，周边配套、公交及大型客运站。2、 采用先进技术建造，。富力盈泰大厦缺点1、 绿化程度低，周边高层楼宇集中,精装修(不可分割)
毛坯(不可分割),,235㎡,开 发 商：,"['广州', '黄埔', '萝岗', '绿地中央广场']",(19525元/㎡),2019/8/17 12:33:24,,中区(共42层),广州绿地广场，个人物业，21号神舟站，股权交易,459,https://gz.office.fang.com/shou/3_241501554.html,,
纯写字楼,甲级,400㎡,开 发 商：,"['广州', '黄埔', '萝岗', '绿地中央广场']",(20000元/㎡),2019/9/10 10:40:04,20.00元/平米·月,中区(共36层),绿地广场出售 400平方 近 仅售20000元/方,800,https://gz.office.fang.com/shou/3_242166203.html,绿地广场出售 400平方 内部转名 近 仅售20000元/方绿地广场出售 400平方 内部转名 近 仅售20000元/方绿地广场出售 400平方 内部转名 近 仅售20000元/方绿地广场出售 400平方 内部转名 近 仅售20000元/方绿地广场出售 400平方 内部转名 近 仅售20000元/方绿地广场出售 400平方 内部转名 近 仅售20000元/方绿地广场出售 400平方 内部转名 近 仅售20000元/方,精装修(不可分割)
毛坯(不可分割),甲级,1320㎡,总 层 数：,"['广州', '天河', '珠江新城西', '星汇国际']",(25000元/㎡),2019/8/22 22:22:39,10.00元/平米·月,高区(共28层),星汇国际大厦 全层1320方出售 25000价格可商议,3300,https://gz.office.fang.com/shou/3_229163358.html,,
纯写字楼,甲级,132㎡,富力盈信大厦位于珠江新城华夏路，毗邻黄埔大道，北邻体育西商业和生活区。项目东侧紧邻珠江新城。富力盈信大厦设计为41层建筑，楼高达167米，总建筑面积约12.1万平方米，配备地下4层车库、661个车位。大厦标准层面积约2300㎡左右，户型面积121—351㎡，间隔方正实用。,"['广州', '天河', '珠江新城西', '富力盈信大厦']",(34000元/㎡),2019/8/23 11:29:12,24.00元/平米·月,低区(共41层),诚心出售 富力盈信 低于市场价5千放卖 装修好可自用收租 来电看,449,https://gz.office.fang.com/shou/3_241664637.html,"富力盈信大厦物业详尽富力盈信大厦地址：广州天河区珠江新城华夏路富力盈信大厦*评定：*写字楼富力盈信大厦楼层分布：总楼层 41层,首5层是写字楼大堂及商业配套，6-41层及以上是楼层。富力盈信大厦实用率：72%富力盈信大厦楼底高度：2.7米富力盈信大厦电梯：客用电梯14台（分区设置，高区6台，中区4台，低区4台）和货用电梯2台富力盈信大厦停车位：共662个车位，1900元/月（24*）、1200元/月（12*）、时租￥8元/*富力盈信大厦管理费：24元/㎡富力盈信大厦优点区域商务价值大，未来*，由富力地产开发的商用物业，值得*。",精装修(不可分割)
纯写字楼,甲级,1350㎡,维多利广场位于天河体育西路与天河路交汇处，周边有天河体育中心，广州购书中心、天河城广场、正佳广场、地铁一号线、三号线、机场快速干线等。 楼高222.6米，由6层商业群楼、4层地下停车场及两座分别为52层、36层的写字楼组成。,"['广州', '天河', '体育中心', '维多利广场']",(25000元/㎡),2019/9/10 10:53:52,25.00元/平米·月,中区(共47层),体育维多利广场写字楼 全层1350方放售双沿线,3375,https://gz.office.fang.com/shou/3_242167077.html,维多利广场简介维多利广场位于天河CBD成熟商圈，座落于体育西路与繁华现代的天河路的交汇点上，毗邻一、三号线，座拥体育、购书、天河城、正佳广场等，配套完善，地位显赫。大厦采用LOW-E玻璃幕墙，其宝石造型外立面至*智能化系统，均属超白金级配置。时尚商务，全功能会所，堪称都是旗舰、商务*之作。维多利广场物业详尽维多利广场地址：广州市天河区体育西路101-103号维多利广场楼层：A塔为52层;B塔为36层;1-6层为商场裙楼;7层以上为写字楼维多利广场实用率：55％维多利广场楼底高度：3.7米维多利广场电梯：日本三菱电梯，梯速：6米/秒维多利广场停车位：438个车位，月租1500元/月，时租10元/维多利广场管理费：25元/平方/月维多利广场周边配套维多利广场周边交通：：体育西站，一号线、三号线，双站。公交车：体育站、天河城广场站、天河城站。维多利广场周边餐饮：真功夫、新潮楼、老湘楼、无国界餐厅等维多利广场周边银行：工商银行、招商银行、中信银行、交通银行等。本人专业做广州商业写字楼的租售，如以上的房源信息不适合，或需要了解详细房源信息，可以进入我的个人店铺参观房源，我这里还有很多广州写字楼房源信息，会竭尽帮你解决和专业的帮你分析问题，保证房源真实！并在此感谢您观看我的房源信息，祝您早日找到合适的写字楼，生意兴隆！生活愉快！欢迎致电肖惠玲,精装修(不可分割)
毛坯(不可分割),甲级,58㎡,"VILI威尼国际建筑于广州天河北林和西路的西侧，东邻广州火车东站，南接中泰国际广场，西靠广州军事体育学院，北瞰火车东站站台及广园东路。
      威尼国际坐镇广州新城市中轴线，总占地面积近6000平方米，总建筑面积8.6万平方米，威尼国际地上部分共三十一层, 一、二层是商业功能, 三层架空层，四至三十一层为写字楼和酒店式公寓。项目总套数1218套。","['广州', '天河', '天河北', '威尼国际大厦']",(22400元/㎡),2019/8/27 10:17:30,13.00元/平米·月,中区(共45层),威尼国际大厦『22400元 写字楼地铁站 』东站商圈,130,https://gz.office.fang.com/shou/3_241765669.html,,
纯写字楼,甲级,135.1㎡,"环球都会广场位于珠江新城中轴旁，携东塔及高德置地广场，组成近100万平米广州端国际商务区。项目坐拥中轴七大地标景观，同是又可北瞰花城广场、南望珠江，360度美景环绕
地下连通APM花城大道站，地铁三号线与五号线交汇，交通十分便捷；8大星级酒店汇聚、23座超甲级写字楼簇拥、4大高端商场尽在脚下，汇聚商务配套；2100㎡平层空间，4,25米标准层高，打造国际超甲级办公空间。全广州稀缺资源尽汇于此，让项目以无可超越的优势，成为中轴线上，可售至高江景超甲级写字楼","['广州', '天河', '珠江新城中', '环球都会广场']",(43000元/㎡),2019/9/2 11:21:27,35.00元/平米·月,中区(共67层),环球都会 各付 业主诚心 自带豪装 财位向 真正的地铁上顶端物业,581,https://gz.office.fang.com/shou/3_241932741.html,广州写字楼出售珠江新城商圈 环球都会广场 业主低于市场价出售 带装修 产权清晰 税费低出售面积：480㎡，产权清晰；单元装修情况：单元带上手精装修带部分间隔；单元业主情况：个人产权，单元有按揭，业主2014年一手买入，诚心出售；【环球都会广场】：1、地理位置：位于珠江新城中轴核心位置，大厦周边配套大气的氛围好；2、大厦档次：楼龄新、大厦的硬件设施好、管理完善、车位充足；3、交通：5号线、APM地铁站覆盖，珠江新城站地铁步行8号线或5号线猎德步行6*、APM线7*；4、单元：精装修时尚大气实用；【环球都会广场大厦参数】：总楼层：67层；每层2100平米；管理费：35元/平米；电梯数量：观光电梯5台，分区乘客电梯26台；双层穿梭电梯4台；大厦实用率：65%欢迎浏览我的主页，如此物业不适合，可联系我，更多房源更多挑选。更多笋盘 靓铺 旺屋 好位 等租售 可随时联系我 188 2670 2906 郑生 微信同号,精装修(不可分割)
