,locations
4507,刘家铺村
4508,新干线小区西门
4509,薛庄路口
4510,强坡
4511,辛开口
4512,平安庄
4513,中心村
4514,德仁务前街村
4515,杨庄子大队
4516,花家地南里
4517,黄村西里社区
4518,密云电信
4519,真武胡同
4520,金顶南路
4521,芙蓉里社区
4522,密云南庄头
4523,西新城北站
4524,南沙窝桥西
4525,青白口
4526,东四五条
4527,侯庄路口南
4528,万泉庄社区
4529,李两河
4530,首都机场2号航站楼
4531,田园风光雅园
4532,八里庄街道
4533,惠新西街北口
4534,黎辛庄
4535,长哨营乡大地
4536,马园胡同
4537,地铁黄村西大街站
4538,星牌台球
4539,小烟筒胡同
4540,南湖渠
4541,翁麻路口
4542,沙栏胡同
4543,东门营村
4544,长阳碧桂园
4545,大运河高尔夫
4546,凯安居
4547,石片
4548,宁村超市
4549,冯庄
4550,查家马坊
4551,燕化宏塔小区
4552,朱脑村
4553,南路二社区
4554,双树南队村
4555,永安里路口西
4556,北梁村
4557,上岗上
4558,沙滩路口北
4559,海淀黄庄
4560,小圣庙南站
4561,大堡
4562,下寺路口
4563,西郏河村
4564,东四十条桥
4565,牛栏山环岛
4566,北角湾胡同
4567,扁担胡同
4568,万汇大院
4569,前东仪
4570,昌平水泥管厂
4571,粮食局小区
4572,新建牌楼
4573,南桃园
4574,陈家坨
4575,沿村社区
4576,下石堡
4577,灰口
4578,黄梁根
4579,春秀路南口
4580,朱家垡
4581,乔庄村
4582,上营居委会
4583,双孝村
4584,小庄科路口
4585,西海洪市场
4586,万明园社区
4587,青石岭村
4588,龙山街道
4589,王府仓胡同
4590,望京利泽西园一区居委会
4591,建材西里社区
4592,元大都城垣遗址公园
4593,上中院村口
4594,延庆旧县新村
4595,科技园
4596,禾子涧村
4597,李遂镇
4598,郭家堡村
4599,八里庄北里东站
4600,下水磨村
4601,魏善庄中学
4602,青青路南口
4603,牛犄角胡同
4604,和平里北街
4605,国强胡同
4606,月坛公园
4607,古城街道
4608,杜各庄村
4609,罗庄村
4610,清河中街
4611,谷家营村
4612,巴园子村
4613,西斋堂村
4614,山南沟
4615,范庄
4616,磁家务南站
4617,长安社区
4618,房山交通局
4619,佳运园社区
4620,芦子水
4621,一经路
4622,老年社区
4623,丁甲庄超市路口
4624,太玉园小区北口
4625,窦店东
4626,詹庄村
4627,东四九条
4628,福怡苑居委会
4629,望京桥南
4630,万寿路甲号社区
4631,北苑村
4632,河南村南
4633,西峰山村
4634,黄村东大街东口
4635,前铁匠胡同
4636,湘王庄村
4637,东红门胡同
4638,七圣庙
4639,新华街南社区
4640,北台下
4641,豆各庄村北
4642,山口西站
4643,吉羊南站
4644,北顿垡村
4645,镇江营大桥
4646,方庄东路南口
4647,小屯路南口
4648,南营路口
4649,密云交通局
4650,涧头站牌
4651,潘家园路西口
4652,十一条社区
4653,驹子房
4654,韩家川南站
4655,仙台村
4656,花乡
4657,北马房
4658,团河北村
4659,大榆树村
4660,雍王府
4661,砖瓦窑
4662,恩济东街北口
4663,小营公交场站
4664,大院胡同
4665,新外大街北社区
4666,齐各庄村
4667,小汤山社区医院
4668,潘家庄村
4669,延庆小堡
4670,怀柔渔场
4671,三合庄
4672,首钢厂东门
4673,灜吉街
4674,后店村
4675,北京西站
4676,晶彩小区
4677,提辖庄
4678,建欣苑
4679,南口李庄北站
4680,高佃四村
4681,淤白
4682,北海公园
4683,小沙河村
4684,大兴桥
4685,马坡地区
4686,美语学校
4687,中国人民大学
4688,烧饼胡同
4689,陆马庄
4690,东红山
4691,永安里东街
4692,行宫东门
4693,土桥
4694,抗战雕塑园
4695,杨庄北口
4696,昌平永安里南口
4697,通州区
4698,机场道口
4699,刘家台
4700,小谷店村
4701,广渠门南里
4702,张坊客运站
4703,中央新影社区
4704,西芦城村
4705,后芮营村
4706,成府路口西
4707,小屯西路北口
4708,新干线小区南门
4709,金岸东路站
4710,西养马营胡同
4711,古城北路
4712,莲玉桥西
4713,宫庄
4714,校场口胡同
4715,百泉庄一桥西
4716,郭家务
4717,新镇
4718,大辛庄道口
4719,大慧寺路西口
4720,小月芽胡同
4721,坑眼井
4722,仓南胡同
4723,三岔河村
4724,优龙路口
4725,四合北站
4726,北蜂窝路南口
4727,黄庄社区
4728,朝阳半壁店
4729,天华北街西口
4730,东梨园南口
4731,后鲁
4732,洼里南口
4733,暖泉会村二站
4734,贾山村
4735,东四村
4736,北七家建材批发市场
4737,储库营胡同
4738,定福庄
4739,亦庄经济技术开发区银行
4740,东兴小区第三社区
4741,次一村
4742,东智东村站
4743,东长沟村
4744,回龙观东大街
4745,富各庄村
4746,河南台
4747,双寺胡同
4748,六里桥村
4749,脑血管路口
4750,怀柔南关加油站
4751,月季产业基地西门
4752,大峪沟村
4753,北窖路口
4754,弓背胡同
4755,公主坟村
4756,小胡家营村
4757,石板胡同
4758,陈太务路口
4759,大栅栏西街
4760,西下庄东
4761,鹿海园
4762,弘善胡同
4763,西南横社区
4764,东辰小区社区
4765,青云店东桥
4766,农大社区
4767,西集镇政府
4768,庄头西
4769,孟家洼
4770,平谷区交通局
4771,汤河口东
4772,青龙峡道口
4773,埝坛村
4774,沙家胡同
4775,八王坟南
4776,下营子
4777,水堡子
4778,小街二队村
4779,冯家庙
4780,龙家务
4781,北研垡北
4782,标杆胡同
4783,煤市街
4784,翠林小区
4785,昌平邮政局
4786,下园市场
4787,宗家店
4788,光彩胡同
4789,永乐店北口
4790,平谷迎宾环岛
4791,南磨房乡
4792,加州北口
4793,将台路口北
4794,四季香山小区
4795,德胜口
4796,友谊宾馆北门
4797,银地家园
4798,半截塔村东站
4799,后厂村路
4800,兴寿信用社
4801,小火药局
4802,保福寺
4803,南宫南站
4804,清缘里小区
4805,中三里社区
4806,老才臣南厂
4807,黑山寨村
4808,嘉华学院
4809,分钟寺
4810,西粉营
4811,张自忠路
4812,鹿圈乡东行
4813,小武基桥东
4814,涧沟
4815,好运庄园
4816,大蒲池沟村
4817,紫金路
4818,三义东里社区
4819,西磁各庄村
4820,下苑北站
4821,政法大院社区
4822,西便门外
4823,大榆树
4824,抄手胡同
4825,高铺
4826,二龙路社区
4827,寺上东
4828,荣丰科技公司
4829,赶河厂村
4830,三店村
4831,八里庄村
4832,后屯村
4833,西庄北
4834,北京洋房
4835,安固北口
4836,黄良路东口
4837,孤老胡同
4838,金沟河路
4839,北玉河村
4840,丰善村
4841,永安家园
4842,星火西路北站
4843,六郎庄社区
4844,苦水井
4845,东直门内小街
4846,东庵
4847,界碑
4848,长丰园南站
4849,兴源路口北
4850,小街南口
4851,榆钱胡同
4852,北新仓社区
4853,经委
4854,千里马环岛
4855,地铁顺义站
4856,行宫村
4857,永欣家园
4858,老君堂南站
4859,密云县医院
4860,竹篱笆胡同
4861,北辛店
4862,万佛堂
4863,武辛庄村
4864,小鲁店
4865,小双马桩胡同
4866,五〇六厂
4867,草房村
4868,西辛房村
4869,十渡中心小学
4870,北海村
4871,花木村
4872,水文招待所
4873,新兴家园
4874,绒线胡同东段
4875,马道路梁
4876,福兴村
4877,花木
4878,朝内南小街
4879,辛店
4880,软件园广场北站
4881,沙石路口西
4882,东晓新月
4883,东楼社区
4884,房山窑上
4885,黄花城路口
4886,翠微路口
4887,双兴小学
4888,高庙
4889,坑洞胡同
4890,西交民巷社区
4891,学艺厂
4892,清水园社区
4893,密云河北村
4894,燕化向阳
4895,前桌子胡同
4896,董家林村
4897,宝善路口东
4898,房老营
4899,同兴园社区
4900,西店环岛
4901,横七条
4902,展览路街道
4903,双井桥
4904,礼拜寺街
4905,地铁高米店南站
4906,虎峪村
4907,漫水河
4908,朝宗桥北
4909,法华寺
4910,双桥东路
4911,广安东里社区
4912,大城子镇政府
4913,成府社区
4914,铜铁厂胡同
4915,东市场社区
4916,董村
4917,古将村南
4918,南广阳城
4919,北锣社区
4920,永顺村
4921,顺义老年公寓
4922,永定门东
4923,万达嘉华酒店
4924,高科技园区
4925,中仓一区居委会
4926,周庄村西
4927,小海字村
4928,芦子水村
4929,联合大学
4930,礼贤大街
4931,朝阳区李家坟
4932,峪园南里社区
4933,地铁花梨坎站
4934,南沙滩第二社区
4935,九松山
4936,百善村
4937,地铁园博园站
4938,北京现代职业技术学院
4939,冶仙塔景区
4940,铜铁厂
4941,安南营
4942,丰葆路东口
4943,南车营村
4944,科荟路东口
4945,利泽西街东口
4946,七贤村路口北
4947,东四道岭村
4948,秀水园社区
4949,盛春坊社区
4950,寿比胡同
4951,曹家路东站
4952,刘庄北站
4953,大坎村
4954,定西北里社区
4955,昌平鼓楼
4956,圣莲山
4957,国英胡同
4958,姚家园东
4959,双树村
4960,国防大学南门
4961,永昌南路
4962,清秀园南区
4963,密云西单百货
4964,温泉大酒店
4965,姑姑寺胡同
4966,欣旺大街
4967,东草茨
4968,南石槽村
4969,祖村
4970,勤劳胡同
4971,幸福家园
4972,宇航小区
4973,弘燕公交场站
4974,密云河南寨中学
4975,南化各庄
4976,电台路
4977,老政府
4978,双合
4979,北京三十九中学
4980,双庙北
4981,南宅村
4982,常各庄村
4983,西邵渠村
4984,珠宝屯村
4985,郑家庄
4986,后街居委会
4987,首创国际半岛标识牌
4988,西田各庄镇政府
4989,第五幼儿园
4990,寺上
4991,宏道
4992,燕京啤酒厂家委会
4993,金潮玉马
4994,牛房
4995,刘家窑第一社区
4996,小豆各庄
4997,西驼古一站
4998,前铁匠营
4999,清水湖
5000,东关北路
5001,永大路
5002,牛口裕路口
5003,南湖南路
5004,火寺路西口
5005,吉庆里社区
5006,密云利华
5007,水峪大队
5008,驴房村站
5009,车辕店
5010,杨树湾村
5011,自新路口北
5012,中芯国际
5013,胡庄
5014,交东大街社区
5015,南梨园
5016,护国寺
5017,滨湖北街西口
5018,燕莎桥西
5019,教工
5020,姜场村
5021,巴沟南路
5022,昌盛园小学
5023,如意胡同
5024,东方大学城三期
5025,沿湖南口
5026,靠山居
5027,顺义于辛庄
5028,光明小区
5029,顺义北小营
5030,东栓胡同
5031,果子巷
5032,大宫门村西
5033,贾家洼子村
5034,环保工业园
5035,老城墙
5036,大沟村
5037,鱼水洞
5038,中关村东
5039,北神树村西口
5040,天华北路
5041,学清路北口
5042,唐家岭
5043,泗上
5044,黑垡
5045,朱家坟西山坡社区
5046,万子营东队村
5047,牡丹园东
5048,多福巷社区
5049,小十三里西
5050,东小口村
5051,杨庄路东口
5052,花园小区北门
5053,石城村
5054,罗家峪村
5055,河防口
5056,西井小区
5057,贵人关
5058,南纬路
5059,怀柔旅游局
5060,大泥河村
5061,枣园小区
5062,八渡卫生院
5063,桃园社区
5064,雨润食品
5065,龙爪槐胡同
5066,国家高级教育行政学院
5067,河滩长途汽车站
5068,刘家窑
5069,西上园小区
5070,李遂镇政府
5071,豆各庄路口西
5072,绿岛公园
5073,永青
5074,华清园社区
5075,花园桥北
5076,黄土坎
5077,右北大街社区
5078,先进
5079,保利小区
5080,后白虎涧
5081,银冶岭大队
5082,地盛西路
5083,邢家务东站
5084,红旗村
5085,东张各庄村
5086,崇元观
5087,藕芽胡同
5088,刘家场村
5089,华北电力大学南门
5090,南太务高速出口
5091,军庄中学
5092,羊山路口
5093,前王各庄北
5094,北找子营
5095,昌平西关环岛东
5096,昌平地税局
5097,苑南
5098,张自口
5099,万寿庄西
5100,团泉大队
5101,大石窝镇
5102,半山阁
5103,翠福园小区
5104,三河总站
5105,刘辛庄村
5106,铁矿峪村
5107,鲁谷路衙门口
5108,下屯
5109,南太务西口
5110,啦啦湖村
5111,盆窑
5112,东黄城根北口
5113,平谷丰台道口
5114,紫南家园西站
5115,西长街社区
5116,垡头桥南
5117,羊房村
5118,南线阁社区
5119,栗树园二站
5120,小紫草坞路口
5121,北方明珠社区
5122,密云果园小区
5123,府学社区
5124,博兴八路
5125,宾阳北里南门
5126,杜辛庄村
5127,石佛寺
5128,朱家峪
5129,儿研所窦店儿童医院
5130,东厂社区
5131,轮胎厂中路
5132,大鲁店北
5133,鲁家滩西口
5134,张各庄满族村
5135,永隆屯村
5136,邵各庄
5137,辟才胡同东口
5138,清水苑社区
5139,后栗国
5140,佳运园
5141,县政府
5142,小寺村
5143,平安胡同
5144,国通家园社区
5145,高丽营小学
5146,下辛堡东
5147,门头口村
5148,兴礼
5149,辛庄子
5150,矿业大学社区
5151,顺义东大桥
5152,南樱桃园路口东
5153,蒋里庄
5154,沟北村
5155,小龙潭
5156,辛店南站
5157,椿树街道
5158,锡腊胡同
5159,财神庙
5160,福喜公司
5161,彭家楼胡同
5162,福田建材
5163,潘家园街道
5164,延庆县医院
5165,望泉寺村
5166,东羊坊
5167,时代庄园
5168,黑天桥
5169,北京明城墙遗址公园
5170,天河西路
5171,太阳宫桥北
5172,取灯胡同
5173,包头营村
5174,理工大学社区
5175,富生路北口
5176,西四丁字街
5177,南彩加油站
5178,芳园南里
5179,石匣
5180,纺织厂
5181,南化各庄南口
5182,八里店东
5183,营北沟村
5184,报房胡同
5185,上唐刀胡同
5186,前苑上
5187,真武庙四里
5188,上坡佳园西门
5189,仁和医院
5190,杜家坎南
5191,为公桥
5192,蕴实园
5193,后细瓦厂胡同
5194,湘王庄楼板
5195,旧县西站
5196,机械厂
5197,安庄
5198,大故现
5199,南刘各庄村
5200,大牌坊胡同
5201,小店
5202,麻状元胡同
5203,北吉祥胡同
5204,云景里东路
5205,房辛店村
5206,铺头村路口
5207,康西草原南门
5208,杨户庄村南
5209,大胜岭
5210,清源西里南站
5211,坨堤村
5212,西辛庄村
5213,东风桥东
5214,南白贷
5215,西黄村北站
5216,翼之城
5217,湖门
5218,瀛坤路
5219,石各庄
5220,南大红门村
5221,港馨东区
5222,司法局
5223,沟东村
5224,北湾子路口
5225,小马厂社区
5226,百泉庄西
5227,黑山大街
5228,米粮库胡同
5229,红莲中里
5230,金宝花园
5231,朱辛庄村
5232,大新华
5233,八大处科技园
5234,良乡西门东
5235,海字村
5236,平家疃村
5237,太平村
5238,粉厂
5239,南郎中
5240,马蹄湾
5241,秦屯
5242,定辛庄东队村
5243,房山于庄
5244,园景胡同
5245,密云五中
5246,帘子胡同
5247,后寨府
5248,文昌阁
5249,陈庄社区
5250,擀面杖胡同
5251,金五星百货城
5252,周家巷
5253,九道湾
5254,和顺场村
5255,大峪南路小区
5256,稻田二村
5257,东押堤村
5258,干井儿胡同
5259,东湖渠居委会
5260,富燕新村
5261,崇义村
5262,自在港湾小区
5263,小梁前村
5264,穿堂门
5265,哪吒坑
5266,杨庄子村
5267,屯佃村
5268,东西垡
5269,沙河铁桥
5270,演乐社区
5271,西贯市村
5272,小汤山农业园
5273,阳春光华社区
5274,天富大街南
5275,大井
5276,北芦草园
5277,平西府
5278,北普陀影视城
5279,万丰路南口
5280,天权路南口
5281,河西一站
5282,法城口
5283,东沟门
5284,东坟村
5285,住欣家园
5286,富密路路口
5287,芦古庄南站
5288,后栗园村委会站
5289,宏旭路西口
5290,东石古岩
5291,大江社区
5292,刘李店村
5293,小财神庙
5294,王各庄超市
5295,青龙湖镇政府
5296,张各庄
5297,运乔建材城
5298,新凤小区南门
5299,青塔北口
5300,双塘涧灵山风景区
5301,南洛平村
5302,协作胡同
5303,双兴西区第一社区
5304,北京金盏郁金香花园
5305,大龙门口
5306,万柳中路
5307,苇店
5308,香村营南口
5309,朱庄口
5310,永二村
5311,新世纪商城
5312,北栅子
5313,安贞街道
5314,培新街社区
5315,兴安堡路口
5316,坨堤
5317,密云妇幼保健院
5318,潘家园
5319,大竹峪
5320,大兴辛店村
5321,常青园北门
5322,南涧一居委会
5323,房山白庄
5324,地铁南邵站西
5325,定慧西里第一社区
5326,崔家峪村
5327,大里庄村
5328,清源西里南门
5329,二毛环岛
5330,北安村
5331,雅居西路
5332,京开企业大道
5333,春园社区
5334,兴海学校
5335,奥运村乡
5336,西峪
5337,育新花园社区
5338,张谢
5339,双兴北区
5340,绿宾服装厂
5341,三富胡同
5342,京体游泳馆
5343,翠林三里社区
5344,苗营村
5345,风雅园南
5346,左家庄街道
5347,大回城西
5348,缸瓦市
5349,裕龙一区
5350,金隅科技园
5351,前进村
5352,垡头桥北
5353,应寺东口
5354,沙河高教园
5355,北汽技校
5356,西二旗北路东口
5357,城建三居委会
5358,史各庄
5359,三渡河村
5360,北京西站东
5361,芦各庄村
5362,新兴家园西区
5363,辛力屯
5364,石板路
5365,密云滨阳西里
5366,垡头小区
5367,元武屯村
5368,清和园社区
5369,西埠头河滩
5370,叉沟
5371,公主坟东
5372,二条街村
5373,华北电力大学
5374,檀西路
5375,太福庄
5376,古家窑
5377,于家务东口
5378,观林园小区东门
5379,伟业嘉园
5380,南流村
5381,和平家园
5382,古城西路北社区
5383,乐培园
5384,工会大楼
5385,刘家店镇
5386,育明中学
5387,石俯路东
5388,西穆家峪村
5389,西石桥村
5390,东羊管胡同
5391,西绛州营村
5392,蝎子庙
5393,北务中学
5394,永旺路
5395,小甸屯村
5396,桶子胡同
5397,延庆民族中学
5398,西赵
5399,体育馆路街道
5400,石佛营西里二居委会
5401,厂洼西街号社区
5402,小淹通胡同
5403,法华南里社区
5404,兴化寺街
5405,东杜兰村
5406,外交部街社区
5407,东直门枢纽站
5408,地铁长阳站
5409,太舟坞社区
